totalviews_channelelapsedtime,channelid,videocategoryid,channelviewcount,likes_subscriber,views_subscribers,videocount,subscribercount,videoid,dislikes_views,channelelapsedtime,comments_subscriber,likes_views,channelcommentcount,videoviewcount,likes_dislikes,comments_views,totvideos_videocount,elapsedtime,videolikecount,videodislikecount,dislikes_subscriber,totviews_totsubs,views_elapsedtime,videopublished,videocommentcount
0.165199255960769,UCdzU3DSGzyWzN2118yd9X9g,22,14654,0.555555555555556,95.1111111111111,30,18,--DwgB78t-c,0.000584112149533,88705,0,0.005841121495327,1,1712,-2,0,488.466666666667,50040,10,1,0.055555555555556,814.111111111111,0.034212629896083,2012-01-19T18:38:28Z,0
1.13382008157672,UC0UnhAG47DRyVZGVcbhAXhQ,10,105909,0.239130434782609,59.3260869565217,51,184,--NZRkXBV7k,0.000274825943569,93409,0.010869565217391,0.00403078050568,8,10916,-2,0.000183217295713,2076.64705882353,22080,44,3,0.016304347826087,575.592391304348,0.494384057971014,2015-03-30T04:04:40Z,2
0.66812015503876,UCXjtAvK5P3wXBGh0vbGylzg,27,48265,0.023668639053255,10.2899408284024,72,338,--hoQ2sGG4M,0.000287521564117,72240,0.005917159763314,0.002300172512938,5,3478,-2,0.000575043128235,670.347222222222,71544,8,1,0.002958579881657,142.795857988166,0.048613440679861,2009-08-07T06:51:10Z,2
16.5179816223067,UCpjYH_3HgCYCBEj5kOZ250A,26,625569,0.060051880674449,11.1306095979248,310,7710,--cPdta0k4Y,0.00334432571635,37872,0.014526588845655,0.005395201416969,5,85817,-2,0.001305102718576,2017.96451612903,37464,463,287,0.037224383916991,81.1373540856031,2.29065235959855,2013-06-27T03:09:09Z,112
0.839871453900709,UCBFF3y6p-LqzD9bQSDgipgA,24,37895,0.237362637362637,22.3010989010989,8,455,--5iMsHNuDE,0.000394205183798,45120,0.043956043956044,0.010643539962551,12,10147,-2,0.001971025918991,4736.875,44040,108,4,0.008791208791209,83.2857142857143,0.230404178019982,2012-09-26T15:10:52Z,20
52.8634602932991,UCVjfxCDKw_1bfH9GzhfmuMQ,10,4653729,0.185732634712227,9.53216171583519,116,49049,--f5fEIOW1Q,0.000690845547896,88033,0.024118738404453,0.019484838827659,3465,467543,28.2043343653251,0.002530248554678,40118.3534482759,23136,9110,323,0.006585251483211,94.8791820424474,20.2084630013831,2015-02-13T19:11:14Z,1183
0.537746963929672,UCIqxsYQqmf-1rP7w18cDAkg,22,23734,0.076923076923077,316.461538461538,8,13,--jcB8BTawk,0.000486144871172,44136,0.076923076923077,0.000243072435586,0,4114,-2,0.000243072435586,2966.75,43896,1,2,0.153846153846154,1825.69230769231,0.093721523601239,2012-10-01T19:38:57Z,1
7.30948383308783,UCqDbufe6xLQvj0ylR1B9FTA,10,709612,0.013931888544892,6.04489164086687,6,646,--0soWyo5gQ,0.001280409731114,97081,0.004643962848297,0.002304737516005,3,3905,-2,0.000768245838668,118268.666666667,51672,9,5,0.007739938080495,1098.47058823529,0.075572844093513,2011-11-13T06:24:32Z,3
25.0132120090479,UC7gA_qnevZEg033B3fFfrKg,28,973114,0.001178781925344,0.981139489194499,170,2545,--8MxffdH9k,0,38904,-1,0.001201441730076,0,2497,-2,-1,5724.2,23352,3,0,0,382.363064833006,0.10692874272011,2015-02-05T16:48:32Z,-1
0.277609814988701,UCpJ-kuYqO3-FmecU4hViajw,22,26904,0.072727272727273,55.5454545454546,4,55,--j9Z0JKrjE,0.000654664484452,96913,0.018181818181818,0.001309328968903,0,3055,-2,0.000327332242226,6726,63168,4,2,0.036363636363636,489.163636363636,0.048363095238095,2010-07-22T08:40:52Z,1
0.469904247892724,UC9fwbix0hNiFQ-nhU209UXw,17,45100,0.75,421.5,12,4,--o719vqu6Q,0,95977,0.25,0.001779359430605,0,1686,-2,0.000593119810202,3758.33333333333,95953,3,0,0,11275,0.017571102518942,2006-10-25T16:25:25Z,1
307.90747617713,UCuFlctNwFfnzjDC5UzB6fFQ,23,26366733,0.018385298301261,0.658846034367183,505,122326,--p02WMptcA,0.000446683375934,85632,0.00271405915341,0.027905303124302,235,80594,62.4722222222222,0.004119413355833,52211.3524752475,18600,2249,36,0.000294295570852,215.544798325785,4.33301075268817,2015-08-22T16:00:01Z,332
13.4219279384936,UCQowROOeb9i2uh3TBCKjsEg,24,823999,0.076344086021505,4.7741935483871,83,930,--0pQywa6OM,0,61392,0.010752688172043,0.015990990990991,4,4440,-2,0.002252252252252,9927.69879518072,43512,71,0,0,886.020430107527,0.102040816326531,2012-10-17T18:17:28Z,10
467.626035196687,UC5rEKljNZfKS14WhkZ9o_oA,20,25296698,0.000700335260896,0.065060864478096,876,355544,--sW2Fk-LmY,0.000259380944147,54096,6.18770110028576E-05,0.010764309182086,311,23132,-2,0.000951063461871,28877.5091324201,44736,249,6,1.68755484553248E-05,71.149275476453,0.517077968526466,2012-08-28T03:30:06Z,22
4.39013989589143,UCMxVXcnKrXzE9MH61GwjFzg,17,377833,3.59259259259259,3928.40740740741,7,27,--iEJ1NTTHQ,0.000245128079421,86064,1.51851851851852,0.000914516296303,2,106067,-2,0.000386548125242,53976.1428571429,78888,97,26,0.962962962962963,13993.8148148148,1.34452641719907,2008-10-05T09:04:08Z,41
71.0856092436975,UC_6j2h3N5jNjx-IVWhIeXhQ,23,3654369,0.011368250101502,0.769860603599946,115,14778,--udooZCtNE,0.001318449503384,51408,0.006902151847341,0.014766634437901,86,11377,-2,0.008965456623011,31777.1217391304,27720,168,15,0.001015022330491,247.284409257004,0.410425685425685,2014-08-06T20:38:41Z,102
0.80253329002923,UCjZ6Ay7M4-4k8rTiKpRJJUg,1,59304,0.063291139240506,45.3291139240506,23,79,--bb-LIw0qA,0.000279251605697,73896,0.012658227848101,0.001396258028484,7,3581,-2,0.000279251605697,2578.4347826087,64080,5,1,0.012658227848101,750.683544303798,0.055883270911361,2010-06-14T08:33:51Z,1
6.28141152147355,UCSfdh8cOnTt4qoyilCKVrgQ,10,534724,0.096997690531178,15.0554272517321,80,433,--ZY8kZbirk,0,85128,0.002309468822171,0.006442705936493,4,6519,-2,0.000153397760393,6684.05,27480,42,0,0,1234.92840646651,0.237227074235808,2014-08-16T17:36:01Z,1
15.6964659138436,UCfeHOn4Xgf6ZxQQBZ_Jzw_w,17,1200968,0.00076103500761,2.18873668188737,118,1314,--JYazUh7kg,0,76512,0,0.000347705146036,0,2876,-2,0,10177.6949152542,57912,1,0,0,913.978691019787,0.049661555463462,2011-02-26T09:46:43Z,0
874.689462054252,UCgg5HS1oVuMSoGRPuHo-b_A,10,68876547,0.000661122056354,0.111081727908606,1159,75629,--XT8O4T3Wc,0,78744,3.96673233812426E-05,0.00595167241995,5015,8401,-2,0.000357100345197,59427.5642795513,63792,50,0,0,910.716087744119,0.131693629295209,2010-06-26T14:48:04Z,3
67.1255524306951,UCCNZDSGjG6xEoz2lv4FThMQ,20,4009812,0.002050293957808,0.161676794624772,813,40482,--Qgwg7mGZY,0.00061115355233,59736,0.000889284126278,0.012681436210848,90,6545,-2,0.00550038197097,4932.11808118081,46752,83,4,9.88093473642607E-05,99.0517266933452,0.139994010951403,2012-06-05T12:37:29Z,36
0.914871732817038,UCW0Dk2N7209dicPGgYNcnGg,20,45363,0.722222222222222,502.255555555556,2,90,--_I8vffnIw,0.000796407318098,49584,0.066666666666667,0.001437957657678,0,45203,-2,0.000132734553016,22681.5,38064,65,36,0.4,504.033333333333,1.18755254308533,2013-06-01T18:40:56Z,6
